"Rank","Player","Year","Pos","Team","Draft Year","Draft Round","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age","Age","Weight (lb)","Height (in)",""
"","Ryan Griffin","2020","TE","NYJ","2013","6","$1,160,000","$500,000","$3,160,073","0.015","$4,160,073","$3,600,000","3","$10,800,000","$13,399,291","2023","2019","28","30","255","6'6""",""
"","Rashaan Evans","2020","ILB","TEN","2018","1","$1,532,472","$1,624,944","$3,157,416","0.014","$1,532,472","$2,894,298","4","$11,577,193","$9,518,485","2022","2018","22","25","232","6'2""",""
"","Isaiah Wynn","2020","LT","NE","2018","1","$1,520,173","$1,600,346","$3,120,519","0.015","$1,652,107","$2,860,476","4","$11,441,903","$9,533,578","2023","2018","21","24","310","6'2""",""
"","Brian Burns","2020","OLB","CAR","2019","1","$1,110,463","$1,966,851","$3,077,314","0.015","$1,262,725","$3,385,046","4","$13,540,182","$9,680,151","2024","2019","20","22","250","6'5""",""
"","Kevin Huber","2020","P","CIN","2009","5","$2,500,000","$350,000","$3,050,000","0.015","$2,725,852","$2,650,000","3","$7,950,000","$24,820,706","2021","2018","32","35","210","6'1""",""
"","Tarik Cohen","2020","RB","CHI","2017","4","$1,133,000","$1,908,916","$3,041,916","0.014","$8,150,277","$5,750,000","3","$17,250,000","$10,624,623","2024","2020","24","25","191","5'6""",""
"","Henry Ruggs","2020","WR","LV","2020","1","$610,000","$2,421,205","$3,031,205","0.014","$10,411,446","$4,167,907","4","$16,671,626","$10,411,446","2025","2020","20","21","190","6'0""",""
"","David Njoku","2020","TE","CLE","2017","1","$1,763,877","$1,266,837","$3,030,714","0.013","$1,853,148","$2,381,274","4","$9,525,095","$9,622,968","2022","2017","20","24","246","6'4""",""
"","Dexter Lawrence","2020","DE","NYG","2019","1","$1,097,184","$1,913,734","$3,010,918","0.015","$1,097,184","$3,312,010","4","$13,248,040","$9,247,120","2024","2019","21","23","342","6'4""",""
"","Derek Wolfe","2020","DT","BAL","2012","2","$2,250,000","$750,000","$3,000,000","0.015","$3,098,639","$3,000,000","1","$3,000,000","$44,726,199","2021","2020","29","30","285","6'5""",""
"","Nick Vigil","2020","OLB","LAC","2016","3","$1,900,000","$500,000","$3,000,000","0.015","$3,122,590","$2,400,000","1","$2,400,000","$7,645,604","2021","2020","26","27","235","6'2""",""
"","Kamu Grugier-Hill","2020","ILB","MIA","2016","6","$1,000,000","$2,000,000","$3,000,000","0.014","$3,093,692","$3,000,000","1","$3,000,000","$5,534,048","2021","2020","25","26","230","6'2""",""
"","Ted Karras","2020","C","MIA","2016","6","$3,000,000","$0","$3,000,000","0.014","$3,183,373","$3,000,000","1","$3,000,000","$5,689,096","2021","2020","26","27","305","6'4""",""
"","Brian Winters","2020","G","BUF","2013","3","$2,000,000","$1,000,000","$3,000,000","0.014","$3,166,223","$3,000,000","1","$3,000,000","$28,518,575","2021","2020","28","29","320","6'4""",""
"","Andy Dalton","2020","QB","DAL","2011","2","$1,000,000","$2,000,000","$3,000,000","0.014","$3,101,553","$3,000,000","1","$3,000,000","$86,627,794","2021","2020","32","33","220","6'2""",""
"","Mike Davis","2020","RB","CAR","2015","4","$2,950,000","$0","$3,000,000","0.014","$3,116,853","$3,000,000","2","$6,000,000","$9,269,466","2021","2019","25","27","220","5'9""",""
"","Calvin Ridley","2020","WR","ATL","2018","1","$1,470,974","$1,501,947","$2,972,921","0.015","$1,637,155","$2,725,178","4","$10,900,711","$9,162,563","2023","2018","23","26","190","6'1""",""
"","Juston Burris","2020","SS","CAR","2016","4","$910,000","$1,050,000","$2,958,424","0.014","$4,168,538","$4,000,000","2","$8,000,000","$7,174,844","2022","2020","26","27","212","6'0""",""
"","Kevin Pierre-Louis","2020","OLB","WAS","2014","4","$1,150,000","$1,500,000","$2,956,250","0.014","$2,956,250","$3,000,000","1","$3,000,000","$9,287,950","2021","2020","28","29","230","6'0""",""
"","Tristan Wirfs","2020","T","TB","2020","1","$610,000","$2,340,550","$2,950,550","0.015","$9,972,200","$4,057,007","4","$16,228,026","$9,972,200","2025","2020","20","21","320","6'5""",""
"","T.J. Watt","2020","OLB","PIT","2017","1","$1,727,532","$1,218,376","$2,945,908","0.015","$1,727,532","$2,314,642","4","$9,258,568","$9,258,568","2022","2017","22","26","252","6'4""",""
"","Garrett Bradbury","2020","C","MIN","2019","1","$1,080,585","$1,847,340","$2,927,925","0.015","$1,287,309","$3,220,718","4","$12,882,870","$9,171,669","2024","2019","23","25","305","6'3""",""
"","Terrell Edmunds","2020","SS","PIT","2018","1","$1,452,526","$1,465,052","$2,917,578","0.015","$1,452,526","$2,674,447","4","$10,697,789","$8,758,999","2022","2018","20","23","217","6'1""",""
"","Jerick McKinnon","2020","RB","SF","2014","3","$910,000","$2,000,000","$2,910,000","0.014","$910,000","$1,160,000","1","$1,160,000","$20,055,307","2021","2020","27","28","205","5'9""",""
"","Jeffery Simmons","2020","DE","TEN","2019","1","$1,070,625","$1,807,501","$2,878,126","0.013","$1,070,625","$3,165,939","4","$12,663,754","$8,795,629","2024","2019","21","23","301","6'4""",""
"","Noah Fant","2020","TE","DEN","2019","1","$1,067,306","$1,794,222","$2,861,528","0.013","$1,195,542","$3,147,680","4","$12,590,721","$8,923,465","2024","2019","21","23","249","6'4""",""
"","Jameis Winston","2020","QB","NO","2015","1","$952,000","$148,000","$2,860,000","0.014","$1,100,000","$1,100,000","1","$1,100,000","$47,280,894","2021","2020","25","26","231","6'4""",""
"","Ryan Ramczyk","2020","RT","NO","2017","1","$1,677,485","$1,151,646","$2,829,131","0.014","$1,677,485","$2,222,889","4","$8,891,554","$8,891,555","2022","2017","22","26","314","6'6""",""
"","Javon Kinlaw","2020","DT","SF","2020","1","$610,000","$2,206,126","$2,816,126","0.014","$9,434,504","$3,872,173","4","$15,488,692","$9,434,504","2025","2020","22","23","319","6'5""",""
"","Andre Dillard","2020","LT","PHI","2019","1","$1,057,299","$1,754,197","$2,811,496","0.013","$1,057,299","$3,092,646","4","$12,370,584","$8,569,087","2024","2019","23","25","315","6'5""",""
"","Riley Dixon","2020","P","NYG","2016","7","$910,000","$125,000","$2,785,000","0.014","$2,660,000","$2,900,000","3","$8,700,000","$5,600,011","2023","2019","25","27","221","6'4""",""
"","Tytus Howard","2020","RT","HOU","2019","1","$1,050,707","$1,727,827","$2,778,534","0.013","$1,247,674","$3,056,388","4","$12,225,550","$8,653,982","2024","2019","22","24","322","6'5""",""
"","Taven Bryan","2020","DT","JAC","2018","1","$1,403,178","$1,366,356","$2,769,534","0.013","$1,493,922","$2,538,740","4","$10,154,958","$8,380,935","2022","2018","21","24","291","6'5""",""
"","Marcus Cannon","2020","RT","NE","2011","5","$0","$1,400,000","$2,766,667","0.013","$200,000","$6,482,000","5","$32,410,000","$30,335,079","2023","2016","27","32","335","6'6""",""
"","Jerry Jeudy","2020","WR","DEN","2020","1","$610,000","$2,152,359","$2,762,359","0.013","$9,345,602","$3,798,244","4","$15,192,974","$9,345,602","2025","2020","20","21","193","6'1""",""
"","Danny Shelton","2020","DT","DET","2015","1","$1,500,000","$1,250,000","$2,750,000","0.013","$4,118,930","$4,000,000","2","$8,000,000","$16,852,597","2022","2020","26","27","345","6'2""",""
"","Carlos Hyde","2020","RB","SEA","2014","2","$1,500,000","$750,000","$2,750,000","0.014","$2,750,000","$2,750,000","1","$2,750,000","$14,805,600","2021","2020","29","30","229","6'0""",""
"","Bradley Pinion","2020","P","TB","2015","5","$2,700,000","$0","$2,700,000","0.013","$2,700,000","$2,750,000","4","$11,000,000","$7,832,124","2023","2019","24","26","240","6'5""",""
"","Marquise Brown","2020","WR","BAL","2019","1","$1,030,788","$1,648,153","$2,678,941","0.014","$1,194,250","$2,946,835","4","$11,787,340","$8,335,592","2024","2019","21","23","170","5'9""",""
"","John Simon","2020","DE","NE","2013","4","$1,500,000","$375,000","$2,675,000","0.013","$2,460,514","$2,075,000","2","$4,150,000","$15,357,974","2021","2019","28","30","260","6'2""",""
"","Montez Sweat","2020","DE","WAS","2019","1","$1,024,148","$1,621,593","$2,645,741","0.013","$1,024,148","$2,910,315","4","$11,641,260","$8,005,520","2024","2019","22","24","262","6'6""",""
"","Jon Bostic","2020","ILB","WAS","2013","2","$960,000","$875,000","$2,635,000","0.013","$3,510,000","$2,550,000","2","$5,100,000","$11,357,198","2022","2020","28","29","245","6'1""",""
"","Jake Elliott","2020","K","PHI","2017","5","$825,000","$0","$2,629,000","0.012","$5,725,000","$3,861,620","5","$19,308,100","$7,674,401","2025","2019","23","25","167","5'9""",""
"","Johnathan Abram","2020","FS","LV","2019","1","$1,017,509","$1,595,035","$2,612,544","0.012","$1,255,876","$2,873,799","4","$11,495,194","$8,131,016","2024","2019","22","24","205","6'0""",""
"","A.J. Terrell","2020","CB","ATL","2020","1","$610,000","$1,991,045","$2,601,045","0.013","$8,769,670","$3,576,437","4","$14,305,748","$8,769,670","2025","2020","21","22","195","6'1""",""
"","Jerry Tillery","2020","DT","LAC","2019","1","$1,014,189","$1,581,756","$2,595,945","0.013","$1,191,513","$2,855,540","4","$11,422,158","$8,193,220","2024","2019","22","24","295","6'6""",""
"","Lamar Jackson","2020","QB","BAL","2018","1","$1,341,059","$1,242,117","$2,583,176","0.013","$1,535,980","$2,367,912","4","$9,471,648","$7,986,961","2023","2018","20","23","212","6'2""",""
"","Matthew Slater","2020","WR","NE","2008","5","$1,600,000","$375,000","$2,575,000","0.012","$3,032,739","$2,650,000","2","$5,300,000","$22,162,246","2022","2020","34","35","205","6'0""",""
"","Stephen Gostkowski","2020","K","TEN","2006","4","$2,000,000","$500,000","$2,562,500","0.012","$2,562,500","$2,750,000","1","$2,750,000","$39,437,002","2021","2020","35","36","215","6'1""",""
"","CeeDee Lamb","2020","WR","DAL","2020","1","$610,000","$1,937,275","$2,547,275","0.012","$8,486,527","$3,502,503","4","$14,010,012","$8,486,527","2025","2020","20","21","189","6'2""",""
"","Logan Thomas","2020","TE","WAS","2014","4","$1,250,000","$1,125,000","$2,535,000","0.012","$3,660,000","$3,072,500","2","$6,145,000","$7,568,692","2022","2020","28","29","250","6'6""",""
"","Robert Griffin III","2020","QB","BAL","2012","1","$2,000,000","$500,000","$2,500,000","0.013","$2,013,353","$2,000,000","2","$4,000,000","$33,235,752","2021","2019","28","30","213","6'2""",""
"","Leonard Fournette","2020","RB","TB","2017","1","$2,000,000","$0","$2,500,000","0.012","$2,500,000","$2,000,000","1","$2,000,000","$25,483,454","2021","2020","24","25","228","6'0""",""
"","Senio Kelemete","2020","G","HOU","2012","5","$1,300,000","$1,000,000","$2,500,000","0.012","$2,106,887","$4,250,000","1","$4,250,000","$15,215,546","2022","2020","29","30","301","6'3""",""
"","Wes Schweitzer","2020","G","WAS","2016","6","$1,000,000","$1,000,000","$2,500,000","0.012","$4,500,000","$4,500,000","3","$13,500,000","$8,821,760","2023","2020","26","27","300","6'4""",""
"","Mike Iupati","2020","G","SEA","2010","1","$1,200,000","$800,000","$2,500,000","0.013","$2,500,000","$2,500,000","1","$2,500,000","$50,750,682","2021","2020","32","33","331","6'5""",""
"","Denzelle Good","2020","RT","LV","2015","7","$1,400,000","$0","$2,500,000","0.011","$2,720,601","$2,000,000","1","$2,000,000","$7,023,644","2021","2020","28","29","340","6'5""",""
"","Daryl Williams","2020","G","BUF","2015","4","$1,300,000","$250,000","$2,500,000","0.011","$2,738,813","$2,250,000","1","$2,250,000","$13,216,971","2021","2020","27","28","330","6'6""",""
"","MyCole Pruitt","2020","TE","TEN","2015","5","$1,100,000","$1,250,000","$2,500,000","0.011","$2,500,000","$2,500,000","1","$2,500,000","$5,122,322","2021","2020","27","28","245","6'2""",""
"","Cameron Erving","2020","G","DAL","2015","1","$1,250,000","$750,000","$2,500,000","0.012","$2,540,017","$2,500,000","1","$2,500,000","$16,998,301","2021","2020","27","28","313","6'5""",""
"","Tahir Whitehead","2020","ILB","CAR","2012","5","$1,050,000","$1,450,000","$2,500,000","0.012","$2,572,626","$2,500,000","1","$2,500,000","$26,240,968","2021","2020","29","30","233","6'1""",""
"","L.J. Collier","2020","DE","SEA","2019","1","$987,549","$1,475,196","$2,462,745","0.012","$987,549","$2,709,020","4","$10,836,078","$7,383,333","2024","2019","23","25","291","6'2""",""
"","Devon Kennard","2020","OLB","ARI","2014","5","$1,000,000","$1,250,000","$2,453,125","0.013","$6,253,851","$6,666,667","3","$20,000,000","$21,914,757","2023","2020","28","29","256","6'3""",""
"","Austin Jackson","2020","LT","MIA","2020","1","$560,588","$1,870,063","$2,430,651","0.011","$8,235,148","$3,410,086","4","$13,640,342","$8,235,148","2025","2020","20","21","317","6'5""",""
"","K’Lavon Chaisson","2020","OLB","JAC","2020","1","$610,000","$1,816,293","$2,426,293","0.012","$7,975,475","$3,336,153","4","$13,344,613","$7,975,475","2025","2020","20","21","254","6'3""",""
"","Bryan Anger","2020","P","HOU","2012","3","$1,250,000","$416,666","$2,416,666","0.011","$3,283,984","$2,750,000","3","$8,250,000","$15,500,268","2023","2019","30","32","202","6'3""",""
"","B.J. Goodson","2020","ILB","CLE","2016","4","$1,000,000","$1,250,000","$2,390,625","0.011","$2,639,177","$2,400,000","1","$2,400,000","$5,561,384","2021","2020","26","27","242","6'1""",""
"","Justin Jefferson","2020","WR","MIN","2020","1","$610,000","$1,775,964","$2,385,964","0.012","$7,889,226","$3,280,701","4","$13,122,805","$7,889,226","2025","2020","20","21","202","6'1""",""
"","Larry Ogunjobi","2020","DT","CLE","2017","3","$2,133,000","$245,391","$2,378,391","0.010","$2,324,951","$976,816","4","$3,907,264","$5,361,004","2021","2017","22","26","305","6'3""",""
"","Ahkello Witherspoon","2020","CB","SF","2017","3","$2,133,000","$243,393","$2,376,393","0.012","$2,133,000","$971,166","4","$3,884,665","$5,025,272","2021","2017","21","25","195","6'2""",""
"","Matt Schaub","2020","QB","ATL","2004","3","$2,000,000","$375,000","$2,375,000","0.012","$2,002,268","$1,890,000","2","$3,780,000","$94,353,850","2021","2019","37","39","245","6'6""",""
"","Damon Arnette","2020","CB","LV","2020","1","$535,882","$1,829,735","$2,365,617","0.011","$7,933,533","$3,354,635","4","$13,418,540","$7,933,533","2025","2020","23","24","195","6'0""",""
"","Dan Feeney","2020","G","LAC","2017","3","$2,133,000","$231,158","$2,364,158","0.012","$2,428,879","$932,908","4","$3,731,632","$5,245,511","2021","2017","22","26","310","6'4""",""
"","Kenneth Murray","2020","ILB","LAC","2020","1","$610,000","$1,749,080","$2,359,080","0.012","$7,818,546","$3,243,735","4","$12,974,941","$7,818,546","2025","2020","21","22","241","6'2""",""
"","Fabian Moreau","2020","CB","WAS","2017","3","$2,133,000","$206,348","$2,339,348","0.011","$2,133,000","$834,848","4","$3,339,392","$4,695,392","2021","2017","22","26","204","6'0""",""
"","Xavier Su'a-Filo","2020","G","CIN","2014","2","$1,000,000","$333,333","$2,333,333","0.011","$3,098,385","$3,000,000","3","$9,000,000","$10,450,611","2023","2020","28","29","310","6'4""",""
"","Kaleb McGary","2020","RT","ATL","2019","1","$961,625","$1,371,498","$2,333,123","0.012","$1,197,478","$2,566,436","4","$10,265,742","$7,314,747","2024","2019","23","25","306","6'6""",""
"","Chris Godwin","2020","WR","TB","2017","3","$2,133,000","$198,041","$2,331,041","0.011","$2,133,000","$821,041","4","$3,284,164","$4,648,664","2021","2017","20","24","209","6'1""",""
"","Isaac Seumalo","2020","G","PHI","2016","3","$910,000","$800,000","$2,326,000","0.011","$3,990,000","$5,306,000","3","$15,918,000","$11,190,864","2023","2019","25","27","303","6'4""",""
"","Tyeler Davison","2020","DT","ATL","2015","5","$910,000","$1,213,333","$2,323,333","0.012","$4,898,238","$4,000,000","3","$12,000,000","$10,034,318","2023","2020","27","28","309","6'2""",""
"","Shaquill Griffin","2020","CB","SEA","2017","3","$2,133,000","$189,655","$2,322,655","0.012","$2,133,000","$814,655","4","$3,258,620","$4,624,620","2021","2017","21","25","198","6'0""",""
"","John Johnson","2020","FS","LAR","2017","3","$2,133,000","$189,438","$2,322,438","0.011","$2,398,509","$814,688","4","$3,258,752","$4,882,261","2021","2017","21","25","209","6'0""",""
"","Kenny Golladay","2020","WR","DET","2017","3","$2,133,000","$179,706","$2,312,706","0.011","$2,191,087","$799,081","4","$3,196,324","$4,636,911","2021","2017","23","27","214","6'4""",""
"","Jonnu Smith","2020","TE","TEN","2017","3","$2,133,000","$176,572","$2,309,572","0.011","$2,133,000","$776,572","4","$3,106,288","$4,552,288","2021","2017","21","25","248","6'3""",""
"","Cesar Ruiz","2020","G","NO","2020","1","$610,000","$1,695,310","$2,305,310","0.012","$7,391,240","$3,169,801","4","$12,679,205","$7,391,240","2025","2020","20","21","316","6'4""",""
"","Dede Westbrook","2020","WR","JAC","2017","4","$2,133,000","$169,039","$2,302,039","0.011","$2,139,109","$769,039","4","$3,076,156","$4,398,207","2021","2017","23","27","178","6'0""",""
"","Joe Haeg","2020","RT","TB","2016","5","$1,550,000","$0","$2,300,000","0.011","$2,300,000","$2,300,000","1","$2,300,000","$6,463,410","2021","2020","26","27","298","6'6""",""
"","Marcedes Lewis","2020","TE","GB","2006","1","$1,100,000","$1,050,000","$2,300,000","0.011","$2,412,443","$2,250,000","1","$2,250,000","$52,892,443","2021","2020","35","36","267","6'6""",""
"","Rayshawn Jenkins","2020","S","LAC","2017","4","$2,133,000","$165,553","$2,298,553","0.011","$2,351,109","$765,552","4","$3,062,209","$4,678,318","2021","2017","22","26","220","6'1""",""
"","Carl Lawson","2020","DE","CIN","2017","4","$2,133,000","$163,155","$2,296,155","0.011","$2,310,020","$763,154","4","$3,052,614","$4,669,669","2021","2017","21","25","265","6'2""",""
"","N'Keal Harry","2020","WR","NE","2019","1","$954,016","$1,341,063","$2,295,079","0.011","$1,106,914","$2,524,587","4","$10,098,346","$6,966,166","2024","2019","21","23","225","6'2""",""
"","Josh Reynolds","2020","WR","LAR","2017","4","$2,133,000","$162,006","$2,295,006","0.011","$2,330,288","$762,005","4","$3,048,021","$4,643,309","2021","2017","21","25","196","6'3""",""
"","Samson Ebukam","2020","OLB","LAR","2017","4","$2,133,000","$153,272","$2,286,272","0.011","$2,275,919","$753,271","4","$3,013,082","$4,554,001","2021","2017","21","25","245","6'3""",""
"","Brandon Aiyuk","2020","WR","SF","2020","1","$610,000","$1,668,426","$2,278,426","0.011","$7,283,704","$3,132,836","4","$12,531,342","$7,283,704","2025","2020","21","22","200","6'0""",""
"","Deatrich Wise","2020","DE","NE","2017","4","$2,133,000","$145,140","$2,278,140","0.011","$2,298,064","$745,140","4","$2,980,560","$4,538,944","2021","2017","22","26","275","6'5""",""
